9.762160854286116018e-01,9.852766762442416448e-01
9.853960069856344539e-01,9.900082784648976952e-01
8.805849557132183758e-01,9.875062140723925852e-01
9.996337190679603912e-01,9.890772001055581075e-01
9.990983480436365083e-01,9.898299534121489662e-01
6.795964012127282405e-01,9.939911598322778152e-01
9.884030648153688814e-01,9.864370643948469075e-01
9.999966117406614563e-01,9.895501098370955706e-01
9.691844252441231822e-01,9.809791324897957354e-01
9.720449468986447350e-01,9.883407893337037287e-01
8.792428222497741253e-01,9.861615405882915297e-01
8.439389272893588201e-01,9.911090701915902246e-01
9.900273684837718191e-01,9.828799957255843767e-01
9.683056979917683549e-01,9.753721232114023199e-01
9.964472408693296757e-01,9.881408204771644499e-01
9.687277888291651040e-01,9.895019424908140238e-01
6.344437101453481720e-01,9.939908059451275646e-01
9.999999999984046095e-01,9.896381212190860088e-01
9.980475010264880931e-01,9.878789356379205078e-01
9.822682108460681905e-01,9.891311263738450377e-01
8.590469493141048574e-01,9.920885637316219086e-01
9.186893787377061749e-01,9.742353584391536536e-01
9.999895665699042313e-01,9.755960752108396861e-01
9.731071535283911667e-01,9.812413101721637609e-01
9.964578075325677409e-01,9.860965094533351571e-01
9.999982127695069556e-01,9.721421265710987747e-01
9.559961622148681615e-01,9.843821476152786465e-01
9.999981146892041872e-01,9.881993406319075079e-01
9.795981119990930797e-01,9.877776397184954149e-01
8.134969221022892993e-01,9.753792338294584585e-01
9.572699807107920567e-01,9.855304131076155771e-01
9.718875982297313643e-01,9.729720585700161184e-01
9.952976350127339389e-01,9.845234752738223349e-01
9.870538402436898062e-01,9.887393525721990262e-01
9.991845501661265061e-01,9.814040433869181124e-01
9.671092555045277539e-01,9.864615210280074376e-01
9.997137477299220532e-01,9.885067926155816087e-01
9.999999999999992228e-01,9.773358165681901299e-01
9.999118081963886961e-01,9.875487942923750762e-01
9.984315240471978159e-01,9.853462021813345073e-01
9.999951135861883111e-01,9.874224619261134928e-01
9.999883231421305974e-01,9.881641325909409357e-01
9.994538091321720774e-01,9.668178068227627486e-01
8.162252085770098642e-01,9.925640387645529028e-01
9.746614629053041989e-01,9.332941163593835299e-01
9.995231347717251635e-01,9.894729178134190617e-01
7.260798125572771600e-01,9.932735901323676009e-01
9.952857144803052281e-01,9.887529274461456241e-01
2.816346020939056727e-01,9.990696286251755653e-01
9.758831521700847000e-01,9.902152507615634702e-01
4.563633008005533176e-01,9.949290334570836114e-01
9.999986758051865321e-01,9.885878111527720558e-01
7.249507470272027465e-01,9.878157650958010461e-01
9.999988257976286654e-01,9.778538256114315264e-01
9.279544777367546571e-01,9.899989371630931734e-01
9.999062834951101264e-01,9.879866569649587982e-01
9.046758822978170356e-01,9.824740159150292529e-01
9.030574773734021399e-01,9.882772336415149850e-01
9.506587418461820427e-01,9.763847885605358989e-01
9.995163942272726754e-01,9.889082899816393768e-01
9.416792561147204754e-01,9.679750156096424973e-01
8.080994668205657705e-01,9.659828432069784698e-01
8.465755767446250246e-01,9.878762489074813802e-01
9.277483796546182049e-01,9.835127434025141557e-01
9.999985890789440113e-01,9.811642943111361648e-01
3.909243470410429522e-01,9.967699720296524513e-01
9.832619720221036363e-01,9.897018167857960513e-01
9.208219343217665109e-01,9.907032409648078852e-01
9.961491801438778770e-01,9.859558876046561338e-01
9.905154578624790762e-01,9.879888358653204916e-01
9.957210077140600246e-01,9.868712026564062656e-01
9.995355957989510154e-01,9.892427791047349039e-01
9.414638053157988740e-01,9.869542470812378010e-01
9.871149539718577781e-01,9.839461618424186762e-01
9.954417798655383898e-01,9.896866175584118075e-01
9.998626905103340512e-01,9.899234552885942673e-01
9.999999911747202708e-01,9.893647294900964617e-01
9.999999836365138783e-01,9.794505346134810830e-01
6.368025518600071155e-01,9.838970858620412763e-01
5.321071431280901542e-01,9.962802255021426800e-01
9.998951445413201133e-01,9.891845687145606192e-01
9.999350519873748677e-01,9.894385892954037365e-01
9.997512286528287273e-01,9.898363768983661215e-01
9.901227353895946104e-01,9.841331595638863616e-01
9.789744605638949215e-01,9.867902086703799203e-01
9.999956920650648895e-01,9.863573964619496426e-01
8.466535560140256989e-01,9.907695279119405063e-01
9.999983454260275018e-01,9.818492369556988120e-01
9.996204781805796413e-01,9.865653746339746455e-01
2.863059206686915381e-01,9.988863349828873694e-01
9.999830063710281047e-01,9.848135120451970703e-01
9.999999999999996669e-01,9.846978495726291802e-01
9.595614912275125530e-01,9.888656839273235466e-01
9.941165582686768420e-01,9.834721024405561618e-01
9.885903748742771446e-01,9.870166920692555745e-01
8.190939368316610958e-01,9.932152872287279832e-01
9.410147687979614206e-01,9.902460124172464129e-01
9.946690473287820300e-01,9.824637601200461035e-01
9.999216415641528632e-01,9.529134007917153815e-01
9.146886244446056358e-01,9.916115397154877664e-01
